Pfam ID,Pfam Name,EC Class
pfam10442,FIST_C - FIST C domain,
pfam10443,RNA12 - RNA12 protein,
pfam10444,Nbl1_Borealin_N - Nbl1 / Borealin N terminal,
pfam10445,DUF2456 - Protein of unknown function (DUF2456),
pfam10446,DUF2457 - Protein of unknown function (DUF2457),
pfam10447,EXOSC1 - Exosome component EXOSC1/CSL4,
pfam10448,POC3_POC4 - 20S proteasome chaperone assembly proteins 3 and 4,
pfam10450,POC1 - POC1 chaperone,
pfam10451,Stn1 - Telomere regulation protein Stn1,
pfam10452,TCO89 - TORC1 subunit TCO89,
pfam10453,NUFIP1 - Nuclear fragile X mental retardation-interacting protein 1 (NUFIP1),
pfam10454,DUF2458 - Protein of unknown function (DUF2458),
pfam10455,BAR_2 - Bin/amphiphysin/Rvs domain for vesicular trafficking,
pfam10456,BAR_3_WASP_bdg - WASP-binding domain of Sorting nexin protein,
pfam10457,MENTAL - Cholesterol-capturing domain,
pfam10458,Val_tRNA-synt_C - Valyl tRNA synthetase tRNA binding arm,
pfam10459,Peptidase_S46 - Peptidase S46,
pfam10460,Peptidase_M30 - Peptidase M30,
pfam10461,Peptidase_S68 - Peptidase S68,
pfam10462,Peptidase_M66 - Peptidase M66,
pfam10463,Peptidase_U49 - Peptidase U49,
pfam10464,Peptidase_U40 - Peptidase U40,
pfam10465,Inhibitor_I24 - PinA peptidase inhibitor,
pfam10466,Inhibitor_I34 - Saccharopepsin inhibitor I34,
pfam10467,Inhibitor_I48 - Peptidase inhibitor clitocypin,
pfam10468,Inhibitor_I68 - Carboxypeptidase inhibitor I68,
pfam10469,AKAP7_NLS - AKAP7 2'5' RNA ligase-like domain,
pfam10470,AKAP7_RIRII_bdg - PKA-RI-RII subunit binding domain of A-kinase anchor protein,
pfam10471,ANAPC_CDC26 - Anaphase-promoting complex APC subunit CDC26,
pfam10472,CReP_N - eIF2-alpha phosphatase phosphorylation constitutive repressor,
pfam10473,CENP-F_leu_zip - Leucine-rich repeats of kinetochore protein Cenp-F/LEK1,
pfam10474,DUF2451 - Protein of unknown function C-terminus (DUF2451),
pfam10475,"Vps54_N - Vacuolar-sorting protein 54, of GARP complex",
pfam10476,DUF2448 - Protein of unknown function C-terminus (DUF2448),
pfam10477,EIF4E-T - Nucleocytoplasmic shuttling protein for mRNA cap-binding EIF4E,
pfam10479,FSA_C - Fragile site-associated protein C-terminus,
pfam10480,ICAP-1_inte_bdg - Beta-1 integrin binding protein,
pfam10481,CENP-F_N - Cenp-F N-terminal domain,
pfam10482,CtIP_N - Tumour-suppressor protein CtIP N-terminal domain,
pfam10483,Elong_Iki1 - Elongator subunit Iki1,
pfam10484,MRP-S23 - Mitochondrial ribosomal protein S23,
pfam10486,PI3K_1B_p101 - Phosphoinositide 3-kinase gamma adapter protein p101 subunit,
pfam10487,Nup188 - Nucleoporin subcomplex protein binding to Pom34,
pfam10488,PP1c_bdg - Phosphatase-1 catalytic subunit binding region,
pfam10490,CENP-F_C_Rb_bdg - Rb-binding domain of kinetochore protein Cenp-F/LEK1,
pfam10491,Nrf1_DNA-bind - NLS-binding and DNA-binding and dimerisation domains of Nrf1,
pfam10492,Nrf1_activ_bdg - Nrf1 activator activation site binding domain,
pfam10493,Rod_C - Rough deal protein C-terminal region,
pfam10494,Stk19 - Serine-threonine protein kinase 19,
pfam10495,PACT_coil_coil - Pericentrin-AKAP-450 domain of centrosomal targeting protein,
pfam10496,Syntaxin-18_N - SNARE-complex protein Syntaxin-18 N-terminus,
pfam10497,zf-4CXXC_R1 - Zinc-finger domain of monoamine-oxidase A repressor R1,
pfam10498,IFT57 - Intra-flagellar transport protein 57,
pfam10500,SR-25 - Nuclear RNA-splicing-associated protein,
pfam10501,Ribosomal_L50 - Ribosomal subunit 39S,
pfam10502,"Peptidase_S26 - Signal peptidase, peptidase S26",
pfam10503,Esterase_phd - Esterase PHB depolymerase,
pfam10504,DUF2452 - Protein of unknown function (DUF2452),
pfam10505,NARG2_C - NMDA receptor-regulated gene protein 2 C-terminus,
pfam10506,MCC-bdg_PDZ - PDZ domain of MCC-2 bdg protein for Usher syndrome,
pfam10507,TMEM65 - Transmembrane protein 65,
pfam10508,Proteasom_PSMB - Proteasome non-ATPase 26S subunit,
pfam10509,GalKase_gal_bdg - Galactokinase galactose-binding signature,
pfam10510,PIG-S - Phosphatidylinositol-glycan biosynthesis class S protein,
pfam10511,Cementoin - Trappin protein transglutaminase binding domain,
pfam10512,Borealin - Cell division cycle-associated protein 8,
pfam10513,EPL1 - Enhancer of polycomb-like,
pfam10514,"Bcl-2_BAD - Pro-apoptotic Bcl-2 protein, BAD",
pfam10515,APP_amyloid - beta-amyloid precursor protein C-terminus,
pfam10516,SHNi-TPR - SHNi-TPR,
pfam10517,DM13 - Electron transfer DM13,
pfam10518,TAT_signal - TAT (twin-arginine translocation) pathway signal sequence,
pfam10520,"TMEM189_B_dmain - B domain of TMEM189, localisation domain",
pfam10521,Tti2 - Tti2 family,
pfam10522,RII_binding_1 - RII binding domain,
pfam10523,BEN - BEN domain,
pfam10524,NfI_DNAbd_pre-N - Nuclear factor I protein pre-N-terminus,
pfam10525,Engrail_1_C_sig - Engrailed homeobox C-terminal signature domain,
pfam10528,PA14_2 - GLEYA domain,
pfam10529,Hist_rich_Ca-bd - Histidine-rich Calcium-binding repeat region,
pfam10530,Toxin_35 - Toxin with inhibitor cystine knot ICK or Knottin scaffold,
pfam10531,SLBB - SLBB domain,
pfam10532,Plant_all_beta - Plant specific N-all beta domain,
pfam10533,Plant_zn_clust - Plant zinc cluster domain,
pfam10534,CRIC_ras_sig - Connector enhancer of kinase suppressor of ras,
pfam10536,PMD - Plant mobile domain,
pfam10537,WAC_Acf1_DNA_bd - ATP-utilising chromatin assembly and remodelling N-terminal,
pfam10538,ITAM_Cys-rich - Immunoreceptor tyrosine-based activation motif,
pfam10539,Dev_Cell_Death - Development and cell death domain,
pfam10540,Membr_traf_MHD - Munc13 (mammalian uncoordinated) homology domain,
pfam10541,KASH - Nuclear envelope localisation domain,
pfam10542,Vitelline_membr - Vitelline membrane cysteine-rich region,
pfam10543,ORF6N - ORF6N domain,
pfam10544,T5orf172 - T5orf172 domain,
pfam10545,MADF_DNA_bdg - Alcohol dehydrogenase transcription factor Myb/SANT-like,
pfam10546,P63C - P63C domain,
pfam10547,P22_AR_N - P22_AR N-terminal domain,
pfam10548,P22_AR_C - P22AR C-terminal domain,
pfam10549,ORF11CD3 - ORF11CD3 domain,
pfam10550,Toxin_36 - Conantokin-G mollusc-toxin,
pfam10551,MULE - MULE transposase domain,
pfam10552,ORF6C - ORF6C domain,
pfam10553,MSV199 - MSV199 domain,
pfam10554,Phage_ASH - Ash protein family,
pfam10555,MraY_sig1 - Phospho-N-acetylmuramoyl-pentapeptide-transferase signature 1,
pfam10557,Cullin_Nedd8 - Cullin protein neddylation domain,
pfam10558,MTP18 - Mitochondrial 18 KDa protein (MTP18),
pfam10559,Plug_translocon - Plug domain of Sec61p,
pfam10561,UPF0565 - Uncharacterised protein family UPF0565,
pfam10562,CaM_bdg_C0 - Calmodulin-binding domain C0 of NMDA receptor NR1 subunit,
pfam10563,CdCA1 - Cadmium carbonic anhydrase repeat,
pfam10564,MAR_sialic_bdg - Sialic-acid binding micronemal adhesive repeat,
pfam10565,NMDAR2_C - N-methyl D-aspartate receptor 2B3 C-terminus,
pfam10566,Glyco_hydro_97 - Glycoside hydrolase 97,
pfam10567,Nab6_mRNP_bdg - RNA-recognition motif,
pfam10568,Tom37 - Outer mitochondrial membrane transport complex protein,
pfam10569,Thiol-ester_cl - Alpha-macro-globulin thiol-ester bond-forming region,
pfam10570,Myelin-PO_C - Myelin-PO cytoplasmic C-term p65 binding region,
pfam10571,UPF0547 - Uncharacterised protein family UPF0547,
pfam10572,UPF0556 - Uncharacterised protein family UPF0556,
pfam10573,UPF0561 - Uncharacterised protein family UPF0561,
pfam10574,UPF0552 - Uncharacterised protein family UPF0552,
pfam10576,EndIII_4Fe-2S - Iron-sulfur binding domain of endonuclease III,
pfam10577,UPF0560 - Uncharacterised protein family UPF0560,
pfam10578,SVS_QK - Seminal vesicle protein repeat,
pfam10579,Rapsyn_N - Rapsyn N-terminal myristoylation and linker region,
pfam10580,Neuromodulin_N - Gap junction protein N-terminal region,
pfam10581,Synapsin_N - Synapsin N-terminal,
pfam10583,Involucrin_N - Involucrin of squamous epithelia N-terminus,
pfam10584,Proteasome_A_N - Proteasome subunit A N-terminal signature,
pfam10585,UBA_e1_thiolCys - Ubiquitin-activating enzyme active site,
pfam10587,EF-1_beta_acid - Eukaryotic elongation factor 1 beta central acidic region,
pfam10588,NADH-G_4Fe-4S_3 - NADH-ubiquinone oxidoreductase-G iron-sulfur binding region,
pfam10589,NADH_4Fe-4S - NADH-ubiquinone oxidoreductase-F iron-sulfur binding region,
pfam10590,PNPOx_C - Pyridoxine 5'-phosphate oxidase C-terminal dimerisation region,
pfam10591,SPARC_Ca_bdg - Secreted protein acidic and rich in cysteine Ca binding region,
pfam10592,AIPR - AIPR protein,
pfam10593,Z1 - Z1 domain,
pfam10595,UPF0564 - Uncharacterised protein family UPF0564,
pfam10596,U6-snRNA_bdg - U6-snRNA interacting domain of PrP8,
pfam10597,U5_2-snRNA_bdg - U5-snRNA binding site 2 of PrP8,
pfam10598,RRM_4 - RNA recognition motif of the spliceosomal PrP8,
pfam10599,Nup_retrotrp_bd - Retro-transposon transporting motif,
pfam10600,PDZ_assoc - PDZ-associated domain of NMDA receptors,
pfam10601,zf-LITAF-like - LITAF-like zinc ribbon domain,
pfam10602,RPN7 - 26S proteasome subunit RPN7,
pfam10604,Polyketide_cyc2 - Polyketide cyclase / dehydrase and lipid transport,
pfam10605,3HBOH - 3HB-oligomer hydrolase (3HBOH),
pfam10606,GluR_Homer-bdg - Homer-binding domain of metabotropic glutamate receptor,
pfam10607,CLTH - CTLH/CRA C-terminal to LisH motif domain,
pfam10608,MAGUK_N_PEST - Polyubiquitination (PEST) N-terminal domain of MAGUK,
pfam10609,ParA - NUBPL iron-transfer P-loop NTPase,
pfam10610,Tafi-CsgC - Thin aggregative fimbriae synthesis protein,
pfam10611,DUF2469 - Protein of unknown function (DUF2469),
pfam10612,Spore-coat_CotZ - Spore coat protein Z,
pfam10613,Lig_chan-Glu_bd - Ligated ion channel L-glutamate- and glycine-binding site,
pfam10614,"CsgF - Type VIII secretion system (T8SS), CsgF protein",
pfam10615,DUF2470 - Protein of unknown function (DUF2470),
pfam10616,DUF2471 - Protein of unknown function (DUF2471),
pfam10617,DUF2474 - Protein of unknown function (DUF2474),
pfam10618,Tail_tube - Phage tail tube protein,
pfam10620,MdcG - Phosphoribosyl-dephospho-CoA transferase MdcG,
pfam10621,FpoO - F420H2 dehydrogenase subunit FpoO,
pfam10622,Ehbp - Energy-converting hydrogenase B subunit P (EhbP),
pfam10623,PilI - Plasmid conjugative transfer protein PilI,
pfam10624,TraS - Plasmid conjugative transfer entry exclusion protein TraS,
pfam10625,UspB - Universal stress protein B (UspB),
pfam10626,TraO - Conjugative transposon protein TraO,
pfam10627,CsgE - Curli assembly protein CsgE,
pfam10628,CotE - Outer spore coat protein E (CotE),
pfam10629,DUF2475 - Protein of unknown function (DUF2475),
pfam10630,DUF2476 - Protein of unknown function (DUF2476),
pfam10631,DUF2477 - Protein of unknown function (DUF2477),
pfam10632,"He_PIG_assoc - He_PIG associated, NEW1 domain of bacterial glycohydrolase",
pfam10633,"NPCBM_assoc - NPCBM-associated, NEW3 domain of alpha-galactosidase",
pfam10634,Iron_transport - Fe2+ transport protein,
pfam10635,DisA-linker - DisA bacterial checkpoint controller linker region,
pfam10636,hemP - Hemin uptake protein hemP,
pfam10637,Ofd1_CTDD - Oxoglutarate and iron-dependent oxygenase degradation C-term,
pfam10638,Sfi1_C - Spindle body associated protein C-terminus,
pfam10639,TMEM234 - Putative transmembrane family 234,
pfam10640,"Pox_ATPase-GT - mRNA capping enzyme N-terminal, ATPase and guanylyltransferase",
pfam10642,Tom5 - Mitochondrial import receptor subunit or translocase,
pfam10643,Cytochrome-c551 - Photosystem P840 reaction-centre cytochrome c-551,
pfam10644,Misat_Tub_SegII - Misato Segment II tubulin-like domain,
pfam10645,Carb_bind - Carbohydrate binding,
pfam10646,Germane - Sporulation and spore germination,
pfam10647,Gmad1 - Lipoprotein LpqB beta-propeller domain,
pfam10648,Gmad2 - Immunoglobulin-like domain of bacterial spore germination,
pfam10649,DUF2478 - Protein of unknown function (DUF2478),
pfam10650,zf-C3H1 - Putative zinc-finger domain,
pfam10651,DUF2479 - Domain of unknown function (DUF2479),
pfam10652,DUF2480 - Protein of unknown function (DUF2480),
pfam10653,Phage-A118_gp45 - Protein gp45 of Bacteriophage A118,
pfam10654,DUF2481 - Protein of unknown function (DUF2481),
pfam10655,DUF2482 - Hypothetical protein of unknown function (DUF2482),
pfam10656,DUF2483 - Hypothetical protein of unknown function (DUF2483),
pfam10657,RC-P840_PscD - Photosystem P840 reaction centre protein PscD,
pfam10658,DUF2484 - Protein of unknown function (DUF2484),
pfam10659,Trypan_glycop_C - Trypanosome variant surface glycoprotein C-terminal domain,
pfam10660,MitoNEET_N - Iron-containing outer mitochondrial membrane protein N-terminus,
pfam10661,"EssA - WXG100 protein secretion system (Wss), protein EssA",
pfam10662,PduV-EutP - Ethanolamine utilisation - propanediol utilisation,
pfam10664,NdhM - Cyanobacterial and plastid NDH-1 subunit M,
pfam10665,Minor_capsid_1 - Minor capsid protein,
pfam10666,Phage_TAC_8 - Phage tail assembly chaperone protein Gp14 ()A118,
pfam10667,DUF2486 - Protein of unknown function (DUF2486),
pfam10668,Phage_terminase - Phage terminase small subunit,
pfam10669,Phage_Gp23 - Protein gp23 (Bacteriophage A118),
pfam10670,DUF4198 - Domain of unknown function (DUF4198),
pfam10671,TcpQ - Toxin co-regulated pilus biosynthesis protein Q,
pfam10672,Methyltrans_SAM - S-adenosylmethionine-dependent methyltransferase,
pfam10673,DUF2487 - Protein of unknown function (DUF2487),
pfam10674,Ycf54 - Protein of unknown function (DUF2488),
pfam10675,DUF2489 - Protein of unknown function (DUF2489),
pfam10676,gerPA - Spore germination protein gerPA/gerPF,
pfam10677,DUF2490 - Protein of unknown function (DUF2490),
pfam10678,DUF2492 - Protein of unknown function (DUF2492),
pfam10679,DUF2491 - Protein of unknown function (DUF2491),
pfam10680,RRN9 - RNA polymerase I specific transcription initiation factor,
pfam10681,"Rot1 - Chaperone for protein-folding within the ER, fungal",
pfam10682,UL40 - Glycoprotein of human cytomegalovirus HHV-5,
pfam10683,DBD_Tnp_Hermes - Hermes transposase DNA-binding domain,
pfam10684,BDM - Putative biofilm-dependent modulation protein,
pfam10685,KGG - Stress-induced bacterial acidophilic repeat motif,
pfam10686,DUF2493 - Protein of unknown function (DUF2493),
pfam10688,Imp-YgjV - Bacterial inner membrane protein,
pfam10689,DUF2496 - Protein of unknown function (DUF2496),
pfam10690,Myticin-prepro - Myticin pre-proprotein from the mussel,
pfam10691,DUF2497 - Protein of unknown function (DUF2497),
pfam10692,DUF2498 - Protein of unknown function (DUF2498),
pfam10693,DUF2499 - Protein of unknown function (DUF2499),
pfam10694,DUF2500 - Protein of unknown function (DUF2500),
pfam10696,DUF2501 - Protein of unknown function (DUF2501),
pfam10697,DUF2502 - Protein of unknown function (DUF2502),
pfam10698,DUF2505 - Protein of unknown function (DUF2505),
pfam10699,HAP2-GCS1 - Male gamete fusion factor,
pfam10702,DUF2507 - Protein of unknown function (DUF2507),
pfam10703,MoaF - Molybdenum cofactor biosynthesis protein F,
pfam10704,DUF2508 - Protein of unknown function (DUF2508),
pfam10705,Ycf15 - Chloroplast protein precursor Ycf15 putative,
pfam10706,Aminoglyc_resit - Aminoglycoside-2''-adenylyltransferase,
pfam10707,YrbL-PhoP_reg - PhoP regulatory network protein YrbL,
pfam10708,DUF2510 - Protein of unknown function (DUF2510),
pfam10709,DUF2511 - Protein of unknown function (DUF2511),
pfam10710,DUF2512 - Protein of unknown function (DUF2512),
pfam10711,DUF2513 - Hypothetical protein (DUF2513),
pfam10712,NAD-GH - NAD-specific glutamate dehydrogenase,
pfam10713,DUF2509 - Protein of unknown function (DUF2509),
pfam10714,LEA_6 - Late embryogenesis abundant protein 18,
pfam10715,REGB_T4 - Endoribonuclease RegB T4-bacteriophage encoded,
pfam10716,NdhL - NADH dehydrogenase transmembrane subunit,
pfam10717,ODV-E18 - Occlusion-derived virus envelope protein ODV-E18,
pfam10718,Ycf34 - Hypothetical chloroplast protein Ycf34,
pfam10719,ComFB - Late competence development protein ComFB,
pfam10720,DUF2515 - Protein of unknown function (DUF2515),
pfam10721,DUF2514 - Protein of unknown function (DUF2514),
pfam10722,YbjN - Putative bacterial sensory transduction regulator,
pfam10723,RepB-RCR_reg - Replication regulatory protein RepB,
pfam10724,DUF2516 - Protein of unknown function (DUF2516),
pfam10725,DUF2517 - Protein of unknown function (DUF2517),
pfam10726,DUF2518 - Protein of function (DUF2518),
pfam10727,Rossmann-like - Rossmann-like domain,
pfam10728,DUF2520 - Domain of unknown function (DUF2520),
pfam10729,CedA - Cell division activator CedA,
pfam10730,DUF2521 - Protein of unknown function (DUF2521),
pfam10731,Anophelin - Thrombin inhibitor from mosquito,
pfam10732,DUF2524 - Protein of unknown function (DUF2524),
pfam10733,DUF2525 - Protein of unknown function (DUF2525),
pfam10734,DUF2523 - Protein of unknown function (DUF2523),
pfam10735,DUF2526 - Protein of unknown function (DUF2526),
pfam10736,DUF2527 - Protein of unknown function (DUF2627),
pfam10737,GerPC - Spore germination protein GerPC,
pfam10738,Lpp-LpqN - Probable lipoprotein LpqN,
pfam10739,DUF2550 - Protein of unknown function (DUF2550),
pfam10740,DUF2529 - Domain of unknown function (DUF2529),
pfam10741,"T2SSM_b - Type II secretion system (T2SS), protein M subtype b",
pfam10742,DUF2555 - Protein of unknown function (DUF2555),
pfam10743,Phage_Cox - Regulatory phage protein cox,
pfam10744,Med1 - Mediator of RNA polymerase II transcription subunit 1,
pfam10745,DUF2530 - Protein of unknown function (DUF2530),
pfam10746,"Phage_holin_2_2 - Phage holin T7 family, holin superfamily II",
pfam10747,SirA - Sporulation inhibitor of replication protein SirA,
pfam10748,DUF2531 - Protein of unknown function (DUF2531),
pfam10749,DUF2534 - Protein of unknown function (DUF2534),
pfam10750,DUF2536 - Protein of unknown function (DUF2536),
pfam10751,DUF2535 - Protein of unknown function (DUF2535),
pfam10752,DUF2533 - Protein of unknown function (DUF2533),
pfam10753,Toxin_GhoT_OrtT - Toxin GhoT_OrtT,
pfam10754,DUF2569 - Protein of unknown function (DUF2569),
pfam10755,DUF2585 - Protein of unknown function (DUF2585),
pfam10756,bPH_6 - Bacterial PH domain,
pfam10757,YbaJ - Biofilm formation regulator YbaJ,
pfam10758,DUF2586 - Protein of unknown function (DUF2586),
pfam10759,DUF2587 - Protein of unknown function (DUF2587),
pfam10761,DUF2590 - Protein of unknown function (DUF2590),
pfam10762,DUF2583 - Protein of unknown function (DUF2583),
pfam10763,DUF2584 - Protein of unknown function (DUF2584),
pfam10764,Gin - Inhibitor of sigma-G Gin,
pfam10765,DUF2591 - Protein of unknown function (DUF2591),
pfam10766,AcrZ - Multidrug efflux pump-associated protein AcrZ,
pfam10767,DUF2593 - Protein of unknown function (DUF2593),
pfam10768,FliX - Class II flagellar assembly regulator,
pfam10769,DUF2594 - Protein of unknown function (DUF2594),
pfam10771,DUF2582 - Winged helix-turn-helix domain (DUF2582),
pfam10772,DUF2597 - Protein of unknown function (DUF2597),
pfam10774,DUF4226 - Domain of unknown function (DUF4226),
pfam10775,ATP_sub_h - ATP synthase complex subunit h,
pfam10776,DUF2600 - Protein of unknown function (DUF2600),
pfam10777,YlaC - Inner membrane protein YlaC,
pfam10778,DehI - Halocarboxylic acid dehydrogenase DehI,
pfam10779,XhlA - Haemolysin XhlA,
pfam10780,MRP_L53 - 39S ribosomal protein L53/MRP-L53,
pfam10781,DSRB - Dextransucrase DSRB,
pfam10782,zf-C2HCIx2C - Zinc-finger,
pfam10783,DUF2599 - Protein of unknown function (DUF2599),
pfam10784,Plasmid_stab_B - Plasmid stability protein,
pfam10785,"NADH-u_ox-rdase - NADH-ubiquinone oxidoreductase complex I, 21 kDa subunit",
pfam10786,G6PD_bact - Glucose-6-phosphate 1-dehydrogenase (EC 1.1.1.49),
pfam10787,YfmQ - Uncharacterised protein from bacillus cereus group,
pfam10788,DUF2603 - Protein of unknown function (DUF2603),
pfam10789,"Phage_RpbA - Phage RNA polymerase binding, RpbA",
pfam10790,DUF2604 - Protein of Unknown function (DUF2604),
pfam10791,F1F0-ATPsyn_F - Mitochondrial F1-F0 ATP synthase subunit F of fungi,
pfam10792,DUF2605 - Protein of unknown function (DUF2605),
pfam10793,Gloverin - Gloverin-like protein,
pfam10794,DUF2606 - Protein of unknown function (DUF2606),
pfam10795,DUF2607 - Protein of unknown function (DUF2607),
pfam10796,Anti-adapt_IraP - Sigma-S stabilisation anti-adaptor protein,
pfam10797,YhfT - Protein of unknown function,
pfam10798,YmgB - Biofilm development protein YmgB/AriR,
pfam10799,YliH - Biofilm formation protein (YliH/bssR),
pfam10800,DUF2528 - Protein of unknown function (DUF2528),
pfam10801,DUF2537 - Protein of unknown function (DUF2537),
pfam10802,DUF2540 - Protein of unknown function (DUF2540),
pfam10803,GerPB - Spore germination GerPB,
pfam10804,DUF2538 - Protein of unknown function (DUF2538),
pfam10805,DUF2730 - Protein of unknown function (DUF2730),
pfam10806,"SAM35 - SAM35, subunit of SAM coomplex",
pfam10807,DUF2541 - Protein of unknown function (DUF2541),
pfam10808,DUF2542 - Protein of unknown function (DUF2542),
pfam10809,DUF2732 - Protein of unknown function (DUF2732),
pfam10810,DUF2545 - Protein of unknown function (DUF2545),
pfam10811,DUF2532 - Protein of unknown function (DUF2532),
pfam10812,DUF2561 - Protein of unknown function (DUF2561),
pfam10813,DUF2733 - Protein of unknown function (DUF2733),
pfam10814,CwsA - Cell wall synthesis protein CwsA,
pfam10815,ComZ - ComZ,
pfam10816,DUF2760 - Domain of unknown function (DUF2760),
pfam10817,DUF2563 - Protein of unknown function (DUF2563),
pfam10818,DUF2547 - Protein of unknown function (DUF2547),
pfam10819,DUF2564 - Protein of unknown function (DUF2564),
pfam10820,DUF2543 - Protein of unknown function (DUF2543),
pfam10821,DUF2567 - Protein of unknown function (DUF2567),
pfam10823,DUF2568 - Protein of unknown function (DUF2568),
pfam10824,"T7SS_ESX_EspC - Excreted virulence factor EspC, type VII ESX diderm",
pfam10825,DUF2752 - Protein of unknown function (DUF2752),
pfam10826,DUF2551 - Protein of unknown function (DUF2551),
pfam10827,DUF2552 - Protein of unknown function (DUF2552),
pfam10828,DUF2570 - Protein of unknown function (DUF2570),
pfam10829,DUF2554 - Protein of unknown function (DUF2554),
pfam10830,DUF2553 - Protein of unknown function (DUF2553),
pfam10831,DUF2556 - Protein of unknown function (DUF2556),
pfam10832,DUF2559 - Protein of unknown function (DUF2559),
pfam10833,DUF2572 - Protein of unknown function (DUF2572),
pfam10834,DUF2560 - Protein of unknown function (DUF2560),
pfam10835,DUF2573 - Protein of unknown function (DUF2573),
pfam10836,DUF2574 - Protein of unknown function (DUF2574),
pfam10837,DUF2575 - Protein of unknown function (DUF2575),
pfam10838,DUF2677 - Protein of unknown function (DUF2677),
pfam10839,DUF2647 - Protein of unknown function (DUF2647),
pfam10840,DUF2645 - Protein of unknown function (DUF2645),
pfam10841,DUF2644 - Protein of unknown function (DUF2644),
pfam10842,DUF2642 - Protein of unknown function (DUF2642),
pfam10843,RGI1 - Respiratory growth induced protein 1,
pfam10844,DUF2577 - Protein of unknown function (DUF2577),
pfam10845,DUF2576 - Protein of unknown function (DUF2576),
pfam10846,DUF2722 - Protein of unknown function (DUF2722),
pfam10847,DUF2656 - Protein of unknown function (DUF2656),
pfam10848,DUF2655 - Protein of unknown function (DUF2655),
pfam10849,DUF2654 - Protein of unknown function (DUF2654),
pfam10850,DUF2653 - Protein of unknown function (DUF2653),
pfam10851,DUF2652 - Protein of unknown function (DUF2652),
pfam10852,DUF2651 - Protein of unknown function (DUF2651),
pfam10853,DUF2650 - Protein of unknown function (DUF2650),
pfam10854,DUF2649 - Protein of unknown function (DUF2649),
pfam10855,DUF2648 - Protein of unknown function (DUF2648),
pfam10856,DUF2678 - Protein of unknown function (DUF2678),
pfam10857,DUF2701 - Protein of unknown function (DUF2701),
pfam10858,DUF2659 - Protein of unknown function (DUF2659),
pfam10859,DUF2660 - Protein of unknown function (DUF2660),
pfam10860,DUF2661 - Protein of unknown function (DUF2661),
pfam10861,DUF2784 - Protein of Unknown function (DUF2784),
pfam10862,FcoT - FcoT-like thioesterase domain,
pfam10863,NOP19 - Nucleolar protein 19,
pfam10864,DUF2663 - Protein of unknown function (DUF2663),
pfam10865,DUF2703 - Domain of unknown function (DUF2703),
pfam10866,DUF2704 - Protein of unknown function (DUF2704),
pfam10867,DUF2664 - Protein of unknown function (DUF2664),
pfam10868,"Defensin_like - Cysteine-rich antifungal protein 2, defensin-like",
pfam10869,DUF2666 - Protein of unknown function (DUF2666),
pfam10870,DUF2729 - Protein of unknown function (DUF2729),
pfam10871,DUF2748 - Protein of unknown function (DUF2748),
pfam10872,DUF2740 - Protein of unknown function (DUF2740),
pfam10873,CYYR1 - Cysteine and tyrosine-rich protein 1,
pfam10874,DUF2746 - Protein of unknown function (DUF2746),
pfam10875,DUF2670 - Protein of unknown function (DUF2670),
pfam10876,"Phage_TAC_9 - Phage tail assemb.y chaperone protein, TAC",
pfam10877,DUF2671 - Protein of unknown function (DUF2671),
pfam10878,DUF2672 - Protein of unknown function (DUF2672),
pfam10879,DUF2674 - Protein of unknown function (DUF2674),
pfam10880,DUF2673 - Protein of unknown function (DUF2673),
pfam10881,DUF2726 - Protein of unknown function (DUF2726),
pfam10882,bPH_5 - Bacterial PH domain,
pfam10883,DUF2681 - Protein of unknown function (DUF2681),
pfam10884,DUF2683 - Protein of unknown function (DUF2683),
pfam10885,DUF2684 - Protein of unknown function (DUF2684),
pfam10886,DUF2685 - Protein of unknown function (DUF2685),
pfam10887,DUF2686 - Protein of unknown function (DUF2686),
pfam10888,DUF2742 - Protein of unknown function (DUF2742),
pfam10890,Cyt_b-c1_8 - Cytochrome b-c1 complex subunit 8,
pfam10891,DUF2719 - Protein of unknown function (DUF2719),
pfam10892,DUF2688 - Protein of unknown function (DUF2688),
pfam10893,DUF2724 - Protein of unknown function (DUF2724),
pfam10894,DUF2689 - Protein of unknown function (DUF2689),
pfam10895,DUF2715 - Protein of unknown function (DUF2715),
pfam10896,DUF2714 - Protein of unknown function (DUF2714),
pfam10897,DUF2713 - Protein of unknown function (DUF2713),
pfam10898,DUF2716 - Protein of unknown function (DUF2716),
pfam10899,"AbiGi - Putative abortive phage resistance protein AbiGi, antitoxin",
pfam10901,DUF2690 - Protein of unknown function (DUF2690),
pfam10902,DUF2693 - Protein of unknown function (DUF2693),
pfam10903,DUF2691 - Protein of unknown function (DUF2691),
pfam10904,DUF2694 - Protein of unknown function (DUF2694),
pfam10905,DUF2695 - Protein of unknown function (DUF2695),
pfam10906,Mrx7 - MIOREX complex component 7,
pfam10907,DUF2749 - Protein of unknown function (DUF2749),
pfam10908,DUF2778 - Protein of unknown function (DUF2778),
pfam10909,DUF2682 - Protein of unknown function (DUF2682),
pfam10910,DUF2744 - Protein of unknown function (DUF2744),
pfam10911,DUF2717 - Protein of unknown function (DUF2717),
pfam10912,DUF2700 - Protein of unknown function (DUF2700),
pfam10913,DUF2706 - Protein of unknown function (DUF2706),
pfam10914,DUF2781 - Protein of unknown function (DUF2781),
pfam10915,DUF2709 - Protein of unknown function (DUF2709),
pfam10916,DUF2712 - Protein of unknown function (DUF2712),
